Archivo;Linea;NombreAntiguo;NombreNuevo;Texto
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2317;"TOTAL_BASEI_IVAN_FACTURA";"TOTAL_BASEI_IVAN_FAC";"'  PORCEN_IVAN_FACTURA, TOTAL_IVAN_FACTURA, PORCEN_REN_FACTURA, TOTAL_REN_FACTURA, TOTAL_BASEI_IVAN_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2317;"PORCEN_IVAN_FACTURA";"PORCENTAJE_IVAN_FAC";"'  PORCEN_IVAN_FACTURA, TOTAL_IVAN_FACTURA, PORCEN_REN_FACTURA, TOTAL_REN_FACTURA, TOTAL_BASEI_IVAN_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2317;"PORCEN_REN_FACTURA";"PORCENTAJE_REN_FAC";"'  PORCEN_IVAN_FACTURA, TOTAL_IVAN_FACTURA, PORCEN_REN_FACTURA, TOTAL_REN_FACTURA, TOTAL_BASEI_IVAN_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2317;"TOTAL_IVAN_FACTURA";"TOTAL_IVAN_FAC";"'  PORCEN_IVAN_FACTURA, TOTAL_IVAN_FACTURA, PORCEN_REN_FACTURA, TOTAL_REN_FACTURA, TOTAL_BASEI_IVAN_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2317;"TOTAL_REN_FACTURA";"TOTAL_REN_FAC";"'  PORCEN_IVAN_FACTURA, TOTAL_IVAN_FACTURA, PORCEN_REN_FACTURA, TOTAL_REN_FACTURA, TOTAL_BASEI_IVAN_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2318;"TOTAL_BASEI_IVAR_FACTURA";"TOTAL_BASEI_IVAR_FAC";"'  PORCEN_IVAR_FACTURA, TOTAL_IVAR_FACTURA, PORCEN_RER_FACTURA, TOTAL_RER_FACTURA, TOTAL_BASEI_IVAR_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2318;"PORCEN_IVAR_FACTURA";"PORCENTAJE_IVAR_FAC";"'  PORCEN_IVAR_FACTURA, TOTAL_IVAR_FACTURA, PORCEN_RER_FACTURA, TOTAL_RER_FACTURA, TOTAL_BASEI_IVAR_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2318;"PORCEN_RER_FACTURA";"PORCENTAJE_RER_FAC";"'  PORCEN_IVAR_FACTURA, TOTAL_IVAR_FACTURA, PORCEN_RER_FACTURA, TOTAL_RER_FACTURA, TOTAL_BASEI_IVAR_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2318;"TOTAL_IVAR_FACTURA";"TOTAL_IVAR_FAC";"'  PORCEN_IVAR_FACTURA, TOTAL_IVAR_FACTURA, PORCEN_RER_FACTURA, TOTAL_RER_FACTURA, TOTAL_BASEI_IVAR_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2318;"TOTAL_RER_FACTURA";"TOTAL_RER_FAC";"'  PORCEN_IVAR_FACTURA, TOTAL_IVAR_FACTURA, PORCEN_RER_FACTURA, TOTAL_RER_FACTURA, TOTAL_BASEI_IVAR_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2319;"TOTAL_BASEI_IVAS_FACTURA";"TOTAL_BASEI_IVAS_FAC";"'  PORCEN_IVAS_FACTURA, TOTAL_IVAS_FACTURA, PORCEN_RES_FACTURA, TOTAL_RES_FACTURA, TOTAL_BASEI_IVAS_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2319;"PORCEN_IVAS_FACTURA";"PORCENTAJE_IVAS_FAC";"'  PORCEN_IVAS_FACTURA, TOTAL_IVAS_FACTURA, PORCEN_RES_FACTURA, TOTAL_RES_FACTURA, TOTAL_BASEI_IVAS_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2319;"PORCEN_RES_FACTURA";"PORCENTAJE_RES_FAC";"'  PORCEN_IVAS_FACTURA, TOTAL_IVAS_FACTURA, PORCEN_RES_FACTURA, TOTAL_RES_FACTURA, TOTAL_BASEI_IVAS_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2319;"TOTAL_IVAS_FACTURA";"TOTAL_IVAS_FAC";"'  PORCEN_IVAS_FACTURA, TOTAL_IVAS_FACTURA, PORCEN_RES_FACTURA, TOTAL_RES_FACTURA, TOTAL_BASEI_IVAS_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2319;"TOTAL_RES_FACTURA";"TOTAL_RES_FAC";"'  PORCEN_IVAS_FACTURA, TOTAL_IVAS_FACTURA, PORCEN_RES_FACTURA, TOTAL_RES_FACTURA, TOTAL_BASEI_IVAS_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2320;"TOTAL_BASEI_IVAE_FACTURA";"TOTAL_BASEI_IVAE_FAC";"'  PORCEN_IVAE_FACTURA, TOTAL_IVAE_FACTURA, PORCEN_REE_FACTURA, TOTAL_REE_FACTURA, TOTAL_BASEI_IVAE_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2320;"PORCEN_IVAE_FACTURA";"PORCENTAJE_IVAE_FAC";"'  PORCEN_IVAE_FACTURA, TOTAL_IVAE_FACTURA, PORCEN_REE_FACTURA, TOTAL_REE_FACTURA, TOTAL_BASEI_IVAE_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2320;"PORCEN_REE_FACTURA";"PORCENTAJE_REE_FAC";"'  PORCEN_IVAE_FACTURA, TOTAL_IVAE_FACTURA, PORCEN_REE_FACTURA, TOTAL_REE_FACTURA, TOTAL_BASEI_IVAE_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2320;"TOTAL_IVAE_FACTURA";"TOTAL_IVAE_FAC";"'  PORCEN_IVAE_FACTURA, TOTAL_IVAE_FACTURA, PORCEN_REE_FACTURA, TOTAL_REE_FACTURA, TOTAL_BASEI_IVAE_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2320;"TOTAL_REE_FACTURA";"TOTAL_REE_FAC";"'  PORCEN_IVAE_FACTURA, TOTAL_IVAE_FACTURA, PORCEN_REE_FACTURA, TOTAL_REE_FACTURA, TOTAL_BASEI_IVAE_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2321;"TOTAL_IMPUESTOS_FACTURA";"TOTAL_IMPUESTOS_FAC";"'  TOTAL_BASES_FACTURA, TOTAL_IMPUESTOS_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2321;"TOTAL_BASES_FACTURA";"TOTAL_BASES_FAC";"'  TOTAL_BASES_FACTURA, TOTAL_IMPUESTOS_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2322;"PORCEN_RETENCION_FACTURA";"PORCENTAJE_RETENCION_FAC";"'  PORCEN_RETENCION_FACTURA, TOTAL_RETENCION_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2322;"TOTAL_RETENCION_FACTURA";"TOTAL_RETENCION_FAC";"'  PORCEN_RETENCION_FACTURA, TOTAL_RETENCION_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2323;"TOTAL_LIQUIDO_FACTURA";"TOTAL_LIQUIDO_FAC";"'  TOTAL_LIQUIDO_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2324;"FORMA_PAGO_FACTURA";"FORMA_PAGO_FAC";"'  FORMA_PAGO_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2325;"COMENTARIOS_FACTURA";"COMENTARIOS_FAC";"'  COMENTARIOS_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2326;"SERIE_FACTURA_ABONO_FACTURA";"SERIE_FAC_ABONO_FAC";"'  SERIE_FACTURA_ABONO_FACTURA, NRO_FACTURA_ABONO_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2326;"NRO_FACTURA_ABONO_FACTURA";"NUMERO_FAC_ABONO_FAC";"'  SERIE_FACTURA_ABONO_FACTURA, NRO_FACTURA_ABONO_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2327;"CODIGO_ALMACEN_FACTURA";"CODIGO_ALM_FAC";"'  CODIGO_ALMACEN_FACTURA, CODIGO_CAJA_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2327;"CODIGO_CAJA_FACTURA";"CODIGO_CAJA_FAC";"'  CODIGO_ALMACEN_FACTURA, CODIGO_CAJA_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2328;"NUMERO_OPERACION_FACTURA";"NUMERO_OPERACION_FAC";"'  CODIGO_CAJERO_FACTURA, NUMERO_OPERACION_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2328;"CODIGO_CAJERO_FACTURA";"CODIGO_CAJERO_FAC";"'  CODIGO_CAJERO_FACTURA, NUMERO_OPERACION_FACTURA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2329;"INSTANTEALTA";"INSTANTE_ALTA";"'  USUARIOALTA, USUARIOMODIF, INSTANTEALTA) ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2329;"USUARIOMODIF";"USUARIO_MODIF";"'  USUARIOALTA, USUARIOMODIF, INSTANTEALTA) ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2329;"USUARIOALTA";"USUARIO_ALTA";"'  USUARIOALTA, USUARIOMODIF, INSTANTEALTA) ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2479;"LINEA_FACTURA_LINEA";"LINEA_FACLIN";"'  SERIE_FACTURA_LINEA, NRO_FACTURA_LINEA, LINEA_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2479;"SERIE_FACTURA_LINEA";"SERIE_FAC_FACLIN";"'  SERIE_FACTURA_LINEA, NRO_FACTURA_LINEA, LINEA_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2479;"NRO_FACTURA_LINEA";"NUMERO_FAC_FACLIN";"'  SERIE_FACTURA_LINEA, NRO_FACTURA_LINEA, LINEA_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2480;"CODIGO_EMPRESA_FACTURA_LINEA";"CODIGO_EMP_FACLIN";"'  CODIGO_EMPRESA_FACTURA_LINEA, ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2481;"CODIGO_ARTICULO_FACTURA_LINEA";"CODIGO_ART_FACLIN";"'  CODIGO_ARTICULO_FACTURA_LINEA, CODIGO_UNIDAD_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2481;"CODIGO_UNIDAD_FACTURA_LINEA";"CODIGO_UNIDAD_FACLIN";"'  CODIGO_ARTICULO_FACTURA_LINEA, CODIGO_UNIDAD_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2482;"DESCRIPCION_VARIACION_FACTURA_LINEA";"DESCRIPCION_VARIACION_FACLIN";"'  DESCRIPCION_ARTICULO_FACTURA_LINEA, ' + //DESCRIPCION_VARIACION_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2482;"DESCRIPCION_ARTICULO_FACTURA_LINEA";"DESCRIPCION_ARTICULO_FACLIN";"'  DESCRIPCION_ARTICULO_FACTURA_LINEA, ' + //DESCRIPCION_VARIACION_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2483;"CODIGO_FAMILIA_FACTURA_LINEA";"CODIGO_FAM_FACLIN";"'  CODIGO_FAMILIA_FACTURA_LINEA, NOMBRE_FAMILIA_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2483;"NOMBRE_FAMILIA_FACTURA_LINEA";"NOMBRE_FAM_FACLIN";"'  CODIGO_FAMILIA_FACTURA_LINEA, NOMBRE_FAMILIA_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2484;"TIPO_CANTIDAD_ARTICULO_FACTURA_LINEA";"TIPO_CANTIDAD_ARTICULO_FACLIN";"'  TIPO_ARTICULO_FACTURA_LINEA, TIPO_CANTIDAD_ARTICULO_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2484;"TIPO_ARTICULO_FACTURA_LINEA";"TIPO_ARTICULO_FACLIN";"'  TIPO_ARTICULO_FACTURA_LINEA, TIPO_CANTIDAD_ARTICULO_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2485;"CANTIDAD_FACTURA_LINEA";"CANTIDAD_FACLIN";"'  CANTIDAD_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2486;"ESIMP_INCL_TARIFA_FACTURA_LINEA";"ESIMP_INCL_TARIFA_FACLIN";"'  CODIGO_TARIFA_FACTURA_LINEA, ESIMP_INCL_TARIFA_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2486;"CODIGO_TARIFA_FACTURA_LINEA";"CODIGO_TAR_FACLIN";"'  CODIGO_TARIFA_FACTURA_LINEA, ESIMP_INCL_TARIFA_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2487;"PRECIOSALIDA_FACTURA_LINEA";"PRECIO_SALIDA_FACLIN";"'  PRECIOSALIDA_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2488;"PORCEN_DTO_FACTURA_LINEA";"PORCENTAJE_DTO_FACLIN";"'  PORCEN_DTO_FACTURA_LINEA, PRECIO_DTO_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2488;"PRECIO_DTO_FACTURA_LINEA";"PRECIO_DTO_FACLIN";"'  PORCEN_DTO_FACTURA_LINEA, PRECIO_DTO_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2489;"PRECIOVENTA_SIVA_ARTICULO_FACTURA_LINEA";"PRECIO_VENTA_SIVA_ARTICULO_FACLIN";"'  PRECIOVENTA_SIVA_ARTICULO_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2490;"PRECIOVENTA_CIVA_ARTICULO_FACTURA_LINEA";"PRECIO_VENTA_CIVA_ARTICULO_FACLIN";"'  PRECIOVENTA_CIVA_ARTICULO_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2491;"TIPOIVA_ARTICULO_FACTURA_LINEA";"TIPO_IVA_ARTICULO_FACLIN";"'  TIPOIVA_ARTICULO_FACTURA_LINEA, PORCEN_IVA_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2491;"PORCEN_IVA_FACTURA_LINEA";"PORCENTAJE_IVA_FACLIN";"'  TIPOIVA_ARTICULO_FACTURA_LINEA, PORCEN_IVA_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2492;"TOTAL_FACTURASIVA_LINEA";"TOTAL_FAC_SIVA_FACLIN";"'  TOTAL_FACTURASIVA_LINEA, TOTAL_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2492;"TOTAL_FACTURA_LINEA";"TOTAL_FACLIN";"'  TOTAL_FACTURASIVA_LINEA, TOTAL_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2493;"CODIGO_VENDEDOR_FACTURA_LINEA";"CODIGO_VENDEDOR_FACLIN";"'  CODIGO_VENDEDOR_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2494;"CODIGO_ALMACEN_FACTURA_LINEA";"CODIGO_ALM_FACLIN";"'  CODIGO_ALMACEN_FACTURA_LINEA, CODIGO_CAJA_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2494;"CODIGO_CAJA_FACTURA_LINEA";"CODIGO_CAJA_FACLIN";"'  CODIGO_ALMACEN_FACTURA_LINEA, CODIGO_CAJA_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2495;"NUMERO_OPERACION_FACTURA_LINEA";"NUMERO_OPERACION_FACLIN";"'  NUMERO_OPERACION_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2496;"NUMERO_MOV_FACTURA_LINEA";"NUMERO_MOV_FACLIN";"'  NUMERO_MOV_FACTURA_LINEA,' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2497;"INSTANTEALTA";"INSTANTE_ALTA";"'  USUARIOALTA, USUARIOMODIF, INSTANTEALTA) ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2497;"USUARIOMODIF";"USUARIO_MODIF";"'  USUARIOALTA, USUARIOMODIF, INSTANTEALTA) ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataCaja.pas";2497;"USUARIOALTA";"USUARIO_ALTA";"'  USUARIOALTA, USUARIOMODIF, INSTANTEALTA) ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";9;"ACTIVO_CLIENTE";"ESACTIVO_CLI";"'  (CODIGO_CLIENTE, ACTIVO_CLIENTE, ORDEN_CLIENTE, RAZONSOCIAL_CL' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";9;"CODIGO_CLIENTE";"CODIGO_CLI";"'  (CODIGO_CLIENTE, ACTIVO_CLIENTE, ORDEN_CLIENTE, RAZONSOCIAL_CL' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";9;"ORDEN_CLIENTE";"ORDEN_CLI";"'  (CODIGO_CLIENTE, ACTIVO_CLIENTE, ORDEN_CLIENTE, RAZONSOCIAL_CL' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";10;"EMAIL_CLIENTE";"EMAIL_CLI";"'IENTE, NIF_CLIENTE, MOVIL_CLIENTE, EMAIL_CLIENTE, DIRECCION1_CLI' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";10;"MOVIL_CLIENTE";"MOVIL_CLI";"'IENTE, NIF_CLIENTE, MOVIL_CLIENTE, EMAIL_CLIENTE, DIRECCION1_CLI' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";10;"NIF_CLIENTE";"NIF_CLI";"'IENTE, NIF_CLIENTE, MOVIL_CLIENTE, EMAIL_CLIENTE, DIRECCION1_CLI' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";11;"POBLACION_CLIENTE";"POBLACION_CLI";"'ENTE, DIRECCION2_CLIENTE, POBLACION_CLIENTE, PROVINCIA_CLIENTE, ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";11;"PROVINCIA_CLIENTE";"PROVINCIA_CLI";"'ENTE, DIRECCION2_CLIENTE, POBLACION_CLIENTE, PROVINCIA_CLIENTE, ' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";12;"CODIGO_PAIS_CLIENTE";"CODIGO_PAI_CLI";"'CPOSTAL_CLIENTE, CODIGO_PAIS_CLIENTE, NOMBRE_PAIS_CLIENTE, OBSER' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";12;"NOMBRE_PAIS_CLIENTE";"NOMBRE_PAI_CLI";"'CPOSTAL_CLIENTE, CODIGO_PAIS_CLIENTE, NOMBRE_PAIS_CLIENTE, OBSER' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";12;"CPOSTAL_CLIENTE";"CODIGO_POSTAL_CLI";"'CPOSTAL_CLIENTE, CODIGO_PAIS_CLIENTE, NOMBRE_PAIS_CLIENTE, OBSER' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";13;"REFERENCIA_CLIENTE";"REFERENCIA_CLI";"'VACIONES_CLIENTE, REFERENCIA_CLIENTE, CONTACTO_CLIENTE, TELEFONO' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";13;"CONTACTO_CLIENTE";"CONTACTO_CLI";"'VACIONES_CLIENTE, REFERENCIA_CLIENTE, CONTACTO_CLIENTE, TELEFONO' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";14;"TELEFONO_CLIENTE";"TELEFONO_CLI";"'_CONTACTO_CLIENTE, TELEFONO_CLIENTE, IBAN_CLIENTE, ESIVA_RECARGO' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";14;"IBAN_CLIENTE";"IBAN_CLI";"'_CONTACTO_CLIENTE, TELEFONO_CLIENTE, IBAN_CLIENTE, ESIVA_RECARGO' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";15;"TOTAL_LIMITE_CREDITO_CLIENTE";"TOTAL_LIMITE_CREDITO_CLI";"'_CLIENTE, ESRETENCIONES_CLIENTE, TOTAL_LIMITE_CREDITO_CLIENTE, E' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";15;"ESRETENCIONES_CLIENTE";"ESRETENCIONES_CLI";"'_CLIENTE, ESRETENCIONES_CLIENTE, TOTAL_LIMITE_CREDITO_CLIENTE, E' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";16;"TOTAL_DEUDA_CLIENTE";"TOTAL_DEUDA_CLI";"'SPERMITE_DEUDA_CLIENTE, TOTAL_DEUDA_CLIENTE, ESIVA_EXENTO_CLIENT' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";17;"ESREGIMENESPECIALAGRICOLA_CLIENTE";"ESREGIMENESPECIALAGRICOLA_CLI";"'E, ESINTRACOMUNITARIO_CLIENTE, ESREGIMENESPECIALAGRICOLA_CLIENTE' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";17;"ESINTRACOMUNITARIO_CLIENTE";"ESINTRACOMUNITARIO_CLI";"'E, ESINTRACOMUNITARIO_CLIENTE, ESREGIMENESPECIALAGRICOLA_CLIENTE' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";18;"CODIGO_FORMA_PAGO_CLIENTE";"CODIGO_FP_CLI";"', CODIGO_FORMA_PAGO_CLIENTE, TARIFA_ARTICULO_CLIENTE, SERIE_CONT' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";18;"TARIFA_ARTICULO_CLIENTE";"TARIFA_ARTICULO_CLI";"', CODIGO_FORMA_PAGO_CLIENTE, TARIFA_ARTICULO_CLIENTE, SERIE_CONT' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";19;"TEXTO_LEGAL_FACTURA_CLIENTE";"TEXTO_LEGAL_FACTURA_CLI";"'ADOR_CLIENTE, TEXTO_LEGAL_FACTURA_CLIENTE, INSTANTEMODIF, INSTAN' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";19;"INSTANTEMODIF";"INSTANTE_MODIF";"'ADOR_CLIENTE, TEXTO_LEGAL_FACTURA_CLIENTE, INSTANTEMODIF, INSTAN' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";20;"USUARIOMODIF";"USUARIO_MODIF";"'TEALTA, USUARIOALTA, USUARIOMODIF)'"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";20;"USUARIOALTA";"USUARIO_ALTA";"'TEALTA, USUARIOALTA, USUARIOMODIF)'"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";23;"ACTIVO_CLIENTE";"ESACTIVO_CLI";"'  (:CODIGO_CLIENTE, :ACTIVO_CLIENTE, :ORDEN_CLIENTE, :RAZONSOCIA' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";23;"CODIGO_CLIENTE";"CODIGO_CLI";"'  (:CODIGO_CLIENTE, :ACTIVO_CLIENTE, :ORDEN_CLIENTE, :RAZONSOCIA' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";23;"ORDEN_CLIENTE";"ORDEN_CLI";"'  (:CODIGO_CLIENTE, :ACTIVO_CLIENTE, :ORDEN_CLIENTE, :RAZONSOCIA' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";24;"EMAIL_CLIENTE";"EMAIL_CLI";"'L_CLIENTE, :NIF_CLIENTE, :MOVIL_CLIENTE, :EMAIL_CLIENTE, :DIRECC' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";24;"MOVIL_CLIENTE";"MOVIL_CLI";"'L_CLIENTE, :NIF_CLIENTE, :MOVIL_CLIENTE, :EMAIL_CLIENTE, :DIRECC' +"
"C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm";24;"NIF_CLIENTE";"NIF_CLI";"'L_CLIENTE, :NIF_CLIENTE, :MOVIL_CLIENTE, :EMAIL_CLIENTE, :DIRECC' +"
