# Informe de auditoría (pasada B - revisar manualmente)
# Generado: 2026-05-04 08:53:25
# Total ocurrencias: 7026
# Formato: ARCHIVO | LINEA | OLD -> NEW | CONTEXTO | MOTIVO | TEXTO

C:\DISCO_DURO\proyectos\Factuzam\src\Core\inMtoAppParam.pas | 409 | KEY_PERFILES -> KEY_USUPER | SUBKEY_PERFILES | prefijo | SubKey   := qry.FieldByName('SUBKEY_PERFILES').AsString;
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 256 | PROVINCIA_CLIENTE -> PROVINCIA_CLI | PROVINCIA_CLIENTE_FACTURA | sufijo | ' POBLACION_CLIENTE_FACTURA, PROVINCIA_CLIENTE_FACTURA, CPOSTAL_C' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 257 | CODIGO_PAIS_CLIENTE -> CODIGO_PAI_CLI | CODIGO_PAIS_CLIENTE_FACTURA | sufijo | 'LIENTE_FACTURA, CODIGO_PAIS_CLIENTE_FACTURA, NOMBRE_PAIS_CLIENTE' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 258 | ESIVA_RECARGO_CLIENTE -> ESIVA_RECARGO_CLI | ESIVA_RECARGO_CLIENTE_FACTURA | sufijo | '_FACTURA, CODIGO_IVA_FACTURA, ESIVA_RECARGO_CLIENTE_FACTURA, ESI' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 259 | ESREGIMENESPECIALAGRICOLA_CLIENTE -> ESREGIMENESPECIALAGRICOLA_CLI | ESREGIMENESPECIALAGRICOLA_CLIENTE_FAC | sufijo | 'VA_EXENTO_CLIENTE_FACTURA, ESREGIMENESPECIALAGRICOLA_CLIENTE_FAC' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 260 | TARIFA_ARTICULO_CLIENTE -> TARIFA_ARTICULO_CLI | TARIFA_ARTICULO_CLIENTE_FAC | sufijo | 'TURA, ESRETENCIONES_CLIENTE_FACTURA, TARIFA_ARTICULO_CLIENTE_FAC' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 260 | ESRETENCIONES_CLIENTE -> ESRETENCIONES_CLI | ESRETENCIONES_CLIENTE_FACTURA | sufijo | 'TURA, ESRETENCIONES_CLIENTE_FACTURA, TARIFA_ARTICULO_CLIENTE_FAC' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 261 | ESIMP_INCL_TARIFA -> ESIMP_INCL_TAR | ESIMP_INCL_TARIFA_CLIENTE_FACTURA | sufijo | 'TURA, ESIMP_INCL_TARIFA_CLIENTE_FACTURA, ESINTRACOMUNITARIO_CLIE' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 262 | ESIRPF_IMP_INCL_ZONA_IVA -> ESIRPF_IMP_INCL_IVA_IVAGRP | ESIRPF_IMP_INCL_ZONA_IVA_FACTURA | sufijo | 'NTE_FACTURA, ESIRPF_IMP_INCL_ZONA_IVA_FACTURA, ESAPLICA_RE_ZONA_' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 263 | ESIVAAGRICOLA_ZONA_IVA -> ESIVAAGRICOLA_IVA_IVAGRP | ESIVAAGRICOLA_ZONA_IVA_FACTURA | sufijo | 'IVA_FACTURA, ESIVAAGRICOLA_ZONA_IVA_FACTURA, PALABRA_REPORTS_ZON' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 273 | NRO_FACTURA -> NUMERO_FAC | NRO_FACTURA_ABONO_FACTURA | sufijo | 'FACTURA, TOTAL_LIQUIDO_FACTURA, NRO_FACTURA_ABONO_FACTURA, SERIE' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 274 | TEXTO_LEGAL_FACTURA_CLIENTE -> TEXTO_LEGAL_FACTURA_CLI | TEXTO_LEGAL_FACTURA_CLIENTE_FACTURA | sufijo | '_FACTURA_ABONO_FACTURA, TEXTO_LEGAL_FACTURA_CLIENTE_FACTURA, TEX' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 282 | RAZONSOCIAL_EMPRESA -> RAZON_SOCIAL_EMP | RAZONSOCIAL_EMPRESA_FACTURA | sufijo | '_FACTURA, :RAZONSOCIAL_EMPRESA_FACTURA, :NIF_EMPRESA_FACTURA, :M' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 282 | NIF_EMPRESA -> NIF_EMP | NIF_EMPRESA_FACTURA | sufijo | '_FACTURA, :RAZONSOCIAL_EMPRESA_FACTURA, :NIF_EMPRESA_FACTURA, :M' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 283 | EMAIL_EMPRESA -> EMAIL_EMP | EMAIL_EMPRESA_FACTURA | sufijo | 'OVIL_EMPRESA_FACTURA, :EMAIL_EMPRESA_FACTURA, :DIRECCION1_EMPRES' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 284 | POBLACION_EMPRESA -> POBLACION_EMP | POBLACION_EMPRESA_FACTU | sufijo | 'A_FACTURA, :DIRECCION2_EMPRESA_FACTURA, :POBLACION_EMPRESA_FACTU' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 285 | CODIGO_PAIS_EMPRESA -> CODIGO_PAI_EMP | CODIGO_PAIS_EMPRESA_FACTURA | sufijo | 'RA, :PROVINCIA_EMPRESA_FACTURA, :CODIGO_PAIS_EMPRESA_FACTURA, :N' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 285 | PROVINCIA_EMPRESA -> PROVINCIA_EMP | PROVINCIA_EMPRESA_FACTURA | sufijo | 'RA, :PROVINCIA_EMPRESA_FACTURA, :CODIGO_PAIS_EMPRESA_FACTURA, :N' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 286 | CPOSTAL_EMPRESA -> CODIGO_POSTAL_EMP | CPOSTAL_EMPRESA_FACTURA | sufijo | 'OMBRE_PAIS_EMPRESA_FACTURA, :CPOSTAL_EMPRESA_FACTURA, :ESRETENCI' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 287 | GRUPO_ZONA_IVA_EMPRESA -> GRUPO_ZONA_IVA_EMP | GRUPO_ZONA_IVA_EMPRESA_FACTURA | sufijo | 'ONES_EMPRESA_FACTURA, :GRUPO_ZONA_IVA_EMPRESA_FACTURA, :ESREGIME' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 287 | GRUPO_ZONA_IVA -> IVA_IVAGRP | GRUPO_ZONA_IVA_EMPRESA_FACTURA | sufijo | 'ONES_EMPRESA_FACTURA, :GRUPO_ZONA_IVA_EMPRESA_FACTURA, :ESREGIME' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 288 | CODIGO_CLIENTE -> CODIGO_CLI | CODIGO_CLIENTE_FACTURA | sufijo | 'NESPECIALAGRICOLA_EMPRESA_FACTURA, :CODIGO_CLIENTE_FACTURA, :RAZ' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 289 | MOVIL_CLIENTE -> MOVIL_CLI | MOVIL_CLIENTE_F | sufijo | 'ONSOCIAL_CLIENTE_FACTURA, :NIF_CLIENTE_FACTURA, :MOVIL_CLIENTE_F' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 289 | NIF_CLIENTE -> NIF_CLI | NIF_CLIENTE_FACTURA | sufijo | 'ONSOCIAL_CLIENTE_FACTURA, :NIF_CLIENTE_FACTURA, :MOVIL_CLIENTE_F' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 290 | EMAIL_CLIENTE -> EMAIL_CLI | EMAIL_CLIENTE_FACTURA | sufijo | 'ACTURA, :EMAIL_CLIENTE_FACTURA, :DIRECCION1_CLIENTE_FACTURA, :DI' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 291 | POBLACION_CLIENTE -> POBLACION_CLI | POBLACION_CLIENTE_FACTURA | sufijo | 'RECCION2_CLIENTE_FACTURA, :POBLACION_CLIENTE_FACTURA, :PROVINCIA' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 292 | CPOSTAL_CLIENTE -> CODIGO_POSTAL_CLI | CPOSTAL_CLIENTE_FACTURA | sufijo | '_CLIENTE_FACTURA, :CPOSTAL_CLIENTE_FACTURA, :CODIGO_PAIS_CLIENTE' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 293 | NOMBRE_PAIS_CLIENTE -> NOMBRE_PAI_CLI | NOMBRE_PAIS_CLIENTE_FACTURA | sufijo | '_FACTURA, :NOMBRE_PAIS_CLIENTE_FACTURA, :CODIGO_IVA_FACTURA, :ES' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 294 | ESIVA_EXENTO_CLIENTE -> ESIVA_EXENTO_CLI | ESIVA_EXENTO_CLIENTE_FACTURA | sufijo | 'IVA_RECARGO_CLIENTE_FACTURA, :ESIVA_EXENTO_CLIENTE_FACTURA, :ESR' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 295 | ESRETENCIONES_CLIENTE -> ESRETENCIONES_CLI | ESRETENCIONES_CLIENTE_F | sufijo | 'EGIMENESPECIALAGRICOLA_CLIENTE_FACTURA, :ESRETENCIONES_CLIENTE_F' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 296 | TARIFA_ARTICULO_CLIENTE -> TARIFA_ARTICULO_CLI | TARIFA_ARTICULO_CLIENTE_FACTURA | sufijo | 'ACTURA, :TARIFA_ARTICULO_CLIENTE_FACTURA, :ESIMP_INCL_TARIFA_CLI' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 296 | ESIMP_INCL_TARIFA -> ESIMP_INCL_TAR | ESIMP_INCL_TARIFA_CLI | sufijo | 'ACTURA, :TARIFA_ARTICULO_CLIENTE_FACTURA, :ESIMP_INCL_TARIFA_CLI' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 297 | ESINTRACOMUNITARIO_CLIENTE -> ESINTRACOMUNITARIO_CLI | ESINTRACOMUNITARIO_CLIENTE_FACTURA | sufijo | 'ENTE_FACTURA, :ESINTRACOMUNITARIO_CLIENTE_FACTURA, :ESIRPF_IMP_I' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 298 | ESAPLICA_RE_ZONA_IVA -> ESAPLICA_RE_IVA_IVAGRP | ESAPLICA_RE_ZONA_IVA_FACTURA | sufijo | 'NCL_ZONA_IVA_FACTURA, :ESAPLICA_RE_ZONA_IVA_FACTURA, :ESIVAAGRIC' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 299 | PALABRA_REPORTS_ZONA_IVA -> PALABRA_REPORTS_IVA_IVAGRP | PALABRA_REPORTS_ZONA_IVA_FACTURA | sufijo | 'OLA_ZONA_IVA_FACTURA, :PALABRA_REPORTS_ZONA_IVA_FACTURA, :ESVENT' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 309 | NRO_FACTURA -> NUMERO_FAC | NRO_FACTURA_ABONO_FACTURA | sufijo | 'ION_FACTURA, :TOTAL_LIQUIDO_FACTURA, :NRO_FACTURA_ABONO_FACTURA,' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 310 | TEXTO_LEGAL_FACTURA_CLIENTE -> TEXTO_LEGAL_FACTURA_CLI | TEXTO_LEGAL_FACTURA_CLIENTE_FACT | sufijo | ' :SERIE_FACTURA_ABONO_FACTURA, :TEXTO_LEGAL_FACTURA_CLIENTE_FACT' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 310 | SERIE_FACTURA -> SERIE_FAC | SERIE_FACTURA_ABONO_FACTURA | sufijo | ' :SERIE_FACTURA_ABONO_FACTURA, :TEXTO_LEGAL_FACTURA_CLIENTE_FACT' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 311 | TEXTO_LEGAL_FACTURA_EMPRESA -> TEXTO_LEGAL_FACTURA_EMP | TEXTO_LEGAL_FACTURA_EMPRESA_FACTURA | sufijo | 'URA, :TEXTO_LEGAL_FACTURA_EMPRESA_FACTURA, :DOCUMENTO_FACTURA, :' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 319 | NRO_FACTURA -> NUMERO_FAC | Old_NRO_FACTURA | prefijo | '  NRO_FACTURA = :Old_NRO_FACTURA AND SERIE_FACTURA = :Old_SERIE_' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 326 | CODIGO_EMPRESA -> CODIGO_EMP | CODIGO_EMPRESA_FACTURA | sufijo | 'CHA_FACTURA = :FECHA_FACTURA, CODIGO_EMPRESA_FACTURA = :CODIGO_E' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 327 | RAZONSOCIAL_EMPRESA -> RAZON_SOCIAL_EMP | RAZONSOCIAL_EMPRESA_FACTURA | sufijo | 'MPRESA_FACTURA, RAZONSOCIAL_EMPRESA_FACTURA = :RAZONSOCIAL_EMPRE' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 328 | NIF_EMPRESA -> NIF_EMP | NIF_EMPRESA_FACTURA | sufijo | 'SA_FACTURA, NIF_EMPRESA_FACTURA = :NIF_EMPRESA_FACTURA, MOVIL_EM' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 328 | NIF_EMPRESA -> NIF_EMP | NIF_EMPRESA_FACTURA | sufijo | 'SA_FACTURA, NIF_EMPRESA_FACTURA = :NIF_EMPRESA_FACTURA, MOVIL_EM' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 329 | EMAIL_EMPRESA -> EMAIL_EMP | EMAIL_EMPRESA_FACTURA | sufijo | 'PRESA_FACTURA = :MOVIL_EMPRESA_FACTURA, EMAIL_EMPRESA_FACTURA = ' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 329 | MOVIL_EMPRESA -> MOVIL_EMP | MOVIL_EMPRESA_FACTURA | sufijo | 'PRESA_FACTURA = :MOVIL_EMPRESA_FACTURA, EMAIL_EMPRESA_FACTURA = ' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 330 | EMAIL_EMPRESA -> EMAIL_EMP | EMAIL_EMPRESA_FACTURA | sufijo | ':EMAIL_EMPRESA_FACTURA, DIRECCION1_EMPRESA_FACTURA = :DIRECCION1' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 332 | POBLACION_EMPRESA -> POBLACION_EMP | POBLACION_EMPRESA_FACTURA | sufijo | 'SA_FACTURA, POBLACION_EMPRESA_FACTURA = :POBLACION_EMPRESA_FACTU' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 332 | POBLACION_EMPRESA -> POBLACION_EMP | POBLACION_EMPRESA_FACTU | sufijo | 'SA_FACTURA, POBLACION_EMPRESA_FACTURA = :POBLACION_EMPRESA_FACTU' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 333 | PROVINCIA_EMPRESA -> PROVINCIA_EMP | PROVINCIA_EMPRESA_FACTURA | sufijo | 'RA, PROVINCIA_EMPRESA_FACTURA = :PROVINCIA_EMPRESA_FACTURA, CODI' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 333 | PROVINCIA_EMPRESA -> PROVINCIA_EMP | PROVINCIA_EMPRESA_FACTURA | sufijo | 'RA, PROVINCIA_EMPRESA_FACTURA = :PROVINCIA_EMPRESA_FACTURA, CODI' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 334 | CODIGO_PAIS_EMPRESA -> CODIGO_PAI_EMP | CODIGO_PAIS_EMPRESA_FACTURA | sufijo | 'GO_PAIS_EMPRESA_FACTURA = :CODIGO_PAIS_EMPRESA_FACTURA, NOMBRE_P' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 335 | NOMBRE_PAIS_EMPRESA -> NOMBRE_PAI_EMP | NOMBRE_PAIS_EMPRESA_FACTURA | sufijo | 'AIS_EMPRESA_FACTURA = :NOMBRE_PAIS_EMPRESA_FACTURA, CPOSTAL_EMPR' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 336 | ESRETENCIONES_EMPRESA -> ESRETENCIONES_EMP | ESRETENCIONES_EMPRESA_FA | sufijo | 'ESA_FACTURA = :CPOSTAL_EMPRESA_FACTURA, ESRETENCIONES_EMPRESA_FA' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 336 | CPOSTAL_EMPRESA -> CODIGO_POSTAL_EMP | CPOSTAL_EMPRESA_FACTURA | sufijo | 'ESA_FACTURA = :CPOSTAL_EMPRESA_FACTURA, ESRETENCIONES_EMPRESA_FA' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 337 | GRUPO_ZONA_IVA_EMPRESA -> GRUPO_ZONA_IVA_EMP | GRUPO_ZONA_IVA_EMPRESA_F | sufijo | 'CTURA = :ESRETENCIONES_EMPRESA_FACTURA, GRUPO_ZONA_IVA_EMPRESA_F' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 337 | ESRETENCIONES_EMPRESA -> ESRETENCIONES_EMP | ESRETENCIONES_EMPRESA_FACTURA | sufijo | 'CTURA = :ESRETENCIONES_EMPRESA_FACTURA, GRUPO_ZONA_IVA_EMPRESA_F' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 337 | GRUPO_ZONA_IVA -> IVA_IVAGRP | GRUPO_ZONA_IVA_EMPRESA_F | sufijo | 'CTURA = :ESRETENCIONES_EMPRESA_FACTURA, GRUPO_ZONA_IVA_EMPRESA_F' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 338 | GRUPO_ZONA_IVA_EMPRESA -> GRUPO_ZONA_IVA_EMP | GRUPO_ZONA_IVA_EMPRESA_FACTURA | sufijo | 'ACTURA = :GRUPO_ZONA_IVA_EMPRESA_FACTURA, ESREGIMENESPECIALAGRIC' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 338 | GRUPO_ZONA_IVA -> IVA_IVAGRP | GRUPO_ZONA_IVA_EMPRESA_FACTURA | sufijo | 'ACTURA = :GRUPO_ZONA_IVA_EMPRESA_FACTURA, ESREGIMENESPECIALAGRIC' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 339 | ESREGIMENESPECIALAGRICOLA_EMPRESA -> ESREGIMENESPECIALAGRICOLA_EMP | ESREGIMENESPECIALAGRICOLA_EMPRESA_FACTURA | sufijo | 'OLA_EMPRESA_FACTURA = :ESREGIMENESPECIALAGRICOLA_EMPRESA_FACTURA' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 340 | CODIGO_CLIENTE -> CODIGO_CLI | CODIGO_CLIENTE_FACTURA | sufijo | ', CODIGO_CLIENTE_FACTURA = :CODIGO_CLIENTE_FACTURA, RAZONSOCIAL_' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 340 | CODIGO_CLIENTE -> CODIGO_CLI | CODIGO_CLIENTE_FACTURA | sufijo | ', CODIGO_CLIENTE_FACTURA = :CODIGO_CLIENTE_FACTURA, RAZONSOCIAL_' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 341 | RAZONSOCIAL_CLIENTE -> RAZON_SOCIAL_CLI | RAZONSOCIAL_CLIENTE_FACTURA | sufijo | 'CLIENTE_FACTURA = :RAZONSOCIAL_CLIENTE_FACTURA, NIF_CLIENTE_FACT' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 341 | NIF_CLIENTE -> NIF_CLI | NIF_CLIENTE_FACT | sufijo | 'CLIENTE_FACTURA = :RAZONSOCIAL_CLIENTE_FACTURA, NIF_CLIENTE_FACT' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 342 | MOVIL_CLIENTE -> MOVIL_CLI | MOVIL_CLIENTE_FACTURA | sufijo | 'URA = :NIF_CLIENTE_FACTURA, MOVIL_CLIENTE_FACTURA = :MOVIL_CLIEN' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 342 | NIF_CLIENTE -> NIF_CLI | NIF_CLIENTE_FACTURA | sufijo | 'URA = :NIF_CLIENTE_FACTURA, MOVIL_CLIENTE_FACTURA = :MOVIL_CLIEN' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 343 | EMAIL_CLIENTE -> EMAIL_CLI | EMAIL_CLIENTE_FACTURA | sufijo | 'TE_FACTURA, EMAIL_CLIENTE_FACTURA = :EMAIL_CLIENTE_FACTURA, DIRE' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 343 | EMAIL_CLIENTE -> EMAIL_CLI | EMAIL_CLIENTE_FACTURA | sufijo | 'TE_FACTURA, EMAIL_CLIENTE_FACTURA = :EMAIL_CLIENTE_FACTURA, DIRE' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 346 | POBLACION_CLIENTE -> POBLACION_CLI | POBLACION_CLIENTE_FACTURA | sufijo | 'E_FACTURA = :POBLACION_CLIENTE_FACTURA, PROVINCIA_CLIENTE_FACTUR' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 346 | PROVINCIA_CLIENTE -> PROVINCIA_CLI | PROVINCIA_CLIENTE_FACTUR | sufijo | 'E_FACTURA = :POBLACION_CLIENTE_FACTURA, PROVINCIA_CLIENTE_FACTUR' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 347 | PROVINCIA_CLIENTE -> PROVINCIA_CLI | PROVINCIA_CLIENTE_FACTURA | sufijo | 'A = :PROVINCIA_CLIENTE_FACTURA, CPOSTAL_CLIENTE_FACTURA = :CPOST' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 347 | CPOSTAL_CLIENTE -> CODIGO_POSTAL_CLI | CPOSTAL_CLIENTE_FACTURA | sufijo | 'A = :PROVINCIA_CLIENTE_FACTURA, CPOSTAL_CLIENTE_FACTURA = :CPOST' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 348 | CODIGO_PAIS_CLIENTE -> CODIGO_PAI_CLI | CODIGO_PAIS_CLIENTE_FACTURA | sufijo | 'AL_CLIENTE_FACTURA, CODIGO_PAIS_CLIENTE_FACTURA = :CODIGO_PAIS_C' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 349 | NOMBRE_PAIS_CLIENTE -> NOMBRE_PAI_CLI | NOMBRE_PAIS_CLIENTE_FACTURA | sufijo | 'LIENTE_FACTURA, NOMBRE_PAIS_CLIENTE_FACTURA = :NOMBRE_PAIS_CLIEN' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 351 | ESIVA_RECARGO_CLIENTE -> ESIVA_RECARGO_CLI | ESIVA_RECARGO_CLIENTE_FACTURA | sufijo | 'RGO_CLIENTE_FACTURA = :ESIVA_RECARGO_CLIENTE_FACTURA, ESIVA_EXEN' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 352 | ESIVA_EXENTO_CLIENTE -> ESIVA_EXENTO_CLI | ESIVA_EXENTO_CLIENTE_FACTURA | sufijo | 'TO_CLIENTE_FACTURA = :ESIVA_EXENTO_CLIENTE_FACTURA, ESREGIMENESP' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 354 | ESRETENCIONES_CLIENTE -> ESRETENCIONES_CLI | ESRETENCIONES_CLIENTE_FACTURA | sufijo | 'TE_FACTURA, ESRETENCIONES_CLIENTE_FACTURA = :ESRETENCIONES_CLIEN' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 355 | TARIFA_ARTICULO_CLIENTE -> TARIFA_ARTICULO_CLI | TARIFA_ARTICULO_CLIENTE_FACTURA | sufijo | 'TE_FACTURA, TARIFA_ARTICULO_CLIENTE_FACTURA = :TARIFA_ARTICULO_C' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 356 | ESIMP_INCL_TARIFA -> ESIMP_INCL_TAR | ESIMP_INCL_TARIFA_CLIENTE_FACTURA | sufijo | 'LIENTE_FACTURA, ESIMP_INCL_TARIFA_CLIENTE_FACTURA = :ESIMP_INCL_' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 357 | ESINTRACOMUNITARIO_CLIENTE -> ESINTRACOMUNITARIO_CLI | ESINTRACOMUNITARIO_CLIENTE_FACTURA | sufijo | 'TARIFA_CLIENTE_FACTURA, ESINTRACOMUNITARIO_CLIENTE_FACTURA = :ES' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 358 | ESIRPF_IMP_INCL_ZONA_IVA -> ESIRPF_IMP_INCL_IVA_IVAGRP | ESIRPF_IMP_INCL_ZONA_IVA_FACTU | sufijo | 'INTRACOMUNITARIO_CLIENTE_FACTURA, ESIRPF_IMP_INCL_ZONA_IVA_FACTU' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 359 | ESIRPF_IMP_INCL_ZONA_IVA -> ESIRPF_IMP_INCL_IVA_IVAGRP | ESIRPF_IMP_INCL_ZONA_IVA_FACTURA | sufijo | 'RA = :ESIRPF_IMP_INCL_ZONA_IVA_FACTURA, ESAPLICA_RE_ZONA_IVA_FAC' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 359 | ESAPLICA_RE_ZONA_IVA -> ESAPLICA_RE_IVA_IVAGRP | ESAPLICA_RE_ZONA_IVA_FAC | sufijo | 'RA = :ESIRPF_IMP_INCL_ZONA_IVA_FACTURA, ESAPLICA_RE_ZONA_IVA_FAC' +
C:\DISCO_DURO\proyectos\Factuzam\src\DataModules\UniDataClientes.dfm | 360 | ESIVAAGRICOLA_ZONA_IVA -> ESIVAAGRICOLA_IVA_IVAGRP | ESIVAAGRICOLA_ZONA_IVA_FAC | sufijo | 'TURA = :ESAPLICA_RE_ZONA_IVA_FACTURA, ESIVAAGRICOLA_ZONA_IVA_FAC' +
